txn_datetime,txn_month,txn_year,user_id,win_amount,win_count,deposit_amount,deposit_count,total_unique_players,table_count,game_played_count,wager_amount,wager_rejoin_amount,partner_wager_amount,partner_rake_amount,partner_won_amount,other_cost,rake_amount,rejoin_rake_amount,cash_as_bonus,bonus_as_bonus,rc_cash_as_bonus,rc_bonus_as_bonus,withdrawal_amount,withdrawal_count,cg_wager_amount,cg_wager_count,cg_wager_refund,cg_wager_refund_count,cg_winning_amount,cg_won_count,cg_bonus_amount,cg_bonus_count,Platform_fee,Platform_fee_count,first_time_depositdate,DEPOSIT_TYPE,mg_wager_amount,mg_wager_count,mg_wager_refund,mg_wager_refund_count,mg_winning_amount,mg_won_count,mg_platform_fee,Withdrawal_Balance,ante_wgr_amount,ante_wgr_count,call_wgr_amount,call_wgr_count,ante_wgr_refund_amount,ante_wgr_refund_count,call_wgr_refund_amount,call_wgr_refund_count,ante_win_amount,ante_won_count,call_win_amount,call_won_count,casino_holdem_platform_fee,casino_holdem_platform_count,one_day_teen_patti_wgr_amount,one_day_teen_patti_wgr_count,one_day_teen_patti_wgr_refund_amount,one_day_teen_patti_wgr_refund_count,one_day_teen_patti_won_amount,one_day_teen_patti_won_count,one_day_teen_patti_platform_fee,one_day_teen_patti_platform_count,session_count,session_time_in_minutes
3/16/2024,10,2024,1E+11,803,24,331,19,1,3,799,4560,1453,2397,316,3873,3137,4266,1977,471,536,1004,3558,2997,3582,873,2821,2669,4033,739,4836,2101,1100,1146,4469,1912,1051,2786,1383,1244,2109,686,1385,43,2907,3552,388,2537,1143,3090,2944,4546,204,3135,2320,1378,1595,4631,2199,1327,3843,2494,4503,2872,3222,1699,1921,14,115
3/18/2024,1,2024,1E+11,957,41,922,13,1,8,2014,1122,1536,3793,3995,4544,544,4848,2678,1697,3645,4428,3268,3660,2344,54,992,3743,3249,3138,935,28,1007,4701,2518,3223,1322,2638,943,1218,4951,283,3111,1850,1484,2538,2468,2486,6,3243,2909,2267,4427,68,4133,4751,115,546,1666,1543,4806,1268,51,3763,275,435,3126,15,75
10/25/2024,6,2024,1E+11,87,43,1109,18,1,12,1398,4841,3921,2986,4069,3843,2701,930,955,4663,308,2818,2140,3310,3393,677,4273,4490,2000,2767,4237,1528,232,4226,1482,4652,4938,268,1540,619,1738,3566,1563,4933,1784,840,1536,3092,92,805,2075,3649,2323,4442,3059,2796,2312,2949,4757,3797,4297,4839,1189,3978,1289,3699,4453,7,156
8/24/2024,2,2024,1E+11,38,43,3015,6,2,10,1062,4327,2622,4903,2633,3217,4809,3748,3202,2471,2953,675,4802,4919,2673,1876,2568,4370,2529,2733,3912,4303,4627,467,2185,4570,3118,580,4396,64,593,245,817,3998,1466,2799,1341,2856,4079,935,333,170,4230,3538,801,1010,4502,3654,1459,3251,3287,3561,65,2845,1592,4128,220,18,192
9/29/2024,8,2024,1E+11,207,10,1854,13,2,9,1422,2857,147,3896,1294,2882,3841,3738,1666,1084,2771,718,3713,2970,4421,1557,369,1290,4502,3417,2732,1812,1410,52,3038,2565,4798,1268,3496,2103,757,3752,4496,677,205,1706,3036,3407,207,3902,2195,3194,4069,3158,4352,4808,4245,767,3977,1319,981,139,2959,3804,1614,2523,4971,18,178
2/28/2024,1,2024,1E+11,229,37,4943,2,3,13,3444,3678,4115,3817,596,4811,1376,4143,4585,2258,3957,4152,2716,1264,326,266,4208,366,1548,4478,93,2325,3660,4262,2797,1836,1397,4595,45,1396,3834,2233,101,882,498,1683,4720,4885,3547,1271,823,1673,3277,30,948,3609,1447,3291,1322,4618,3161,2285,3519,3018,1872,4911,1693,3,137
8/3/2024,1,2024,1E+11,213,11,1310,7,3,8,2660,2613,2557,4857,3719,2767,3117,1910,4178,4948,962,3057,1624,306,4001,4258,3566,4905,4212,4424,265,1161,926,419,4544,1266,3940,1983,1357,4977,559,1121,929,1059,4593,3927,1653,887,2406,423,1062,1724,1686,4752,1028,85,792,4049,1841,2725,1030,4433,3484,1878,2790,1682,3432,18,188
11/30/2024,4,2024,1E+11,868,16,4883,1,1,12,1102,298,3199,1392,1001,1980,1728,2804,4603,3222,4513,3069,1704,402,2467,2327,2140,2613,3580,3767,4061,2430,4205,1649,590,3522,1202,740,4032,1254,3699,1595,1036,4507,1187,765,1633,829,295,2548,68,4987,3248,3410,2681,4222,429,1365,3452,3270,2547,1141,4424,771,554,3860,1679,9,190
1/6/2024,5,2024,1E+11,0,37,168,2,1,10,1989,1457,4368,475,1890,4741,4404,4831,4848,4166,98,907,4226,324,3228,2035,4767,4887,2931,1594,1673,3805,172,3554,4000,4628,2857,628,4530,4607,2774,3439,1856,2625,3184,3690,4032,3587,473,4770,3411,2763,4432,1627,842,2369,4957,229,3709,2351,1828,4794,1345,375,3931,4718,4870,2,143
7/5/2024,9,2024,1E+11,478,46,4616,1,4,7,3686,1091,1044,4407,4873,4469,387,4986,1282,951,4247,1652,3784,2101,952,3259,3827,3722,2151,2305,594,2576,4138,39,1936,247,3115,4688,710,3780,1511,4420,479,2305,3885,3581,68,2314,456,206,4869,1311,3062,4723,3959,1930,4484,3693,1910,4600,3715,472,2838,1934,3592,4587,4861,6,111
2/5/2024,8,2024,1E+11,746,45,280,18,1,8,614,2726,3084,4914,4877,3792,1688,2338,658,3389,2247,4275,4268,824,1606,1820,345,4844,2720,3792,1787,1162,3550,3552,784,350,4689,2584,874,4541,455,4825,3363,1466,3376,4087,42,3781,4533,3773,4169,4129,205,1248,2336,2075,3457,2585,3686,3501,1814,516,2906,328,564,2109,4819,3,45
6/24/2024,12,2024,1E+11,139,26,1143,8,1,2,1880,844,2794,2560,3335,4259,3881,4824,1701,4140,3033,3855,1593,2457,135,3490,2246,3455,3500,4569,1065,1461,1777,1351,4370,3479,4341,2901,4108,4006,4053,732,521,647,1594,4198,708,629,311,1574,4811,4228,113,3654,2878,4910,1258,1431,3488,927,3772,4485,4795,1859,2276,2456,983,13,108
1/15/2024,3,2024,1E+11,836,16,2387,18,1,12,333,86,2679,376,4148,4007,3646,2370,452,948,942,204,938,4000,3022,2436,2589,4973,86,3795,1732,2090,731,3557,2609,3415,3405,4634,1875,3627,3341,3669,1272,1602,1976,1022,1523,1767,4053,2210,1427,1367,3877,3111,639,2189,1871,1941,4754,410,3145,3734,4860,2541,744,2610,3780,12,198
3/20/2024,6,2024,1E+11,984,35,2511,6,3,6,4355,4513,1568,4393,679,3991,443,3372,12,1857,805,2893,662,3150,1430,1062,2005,3260,2119,317,1901,1620,826,2458,4339,2114,4563,4569,1882,2347,808,1252,4223,4923,707,4126,1214,654,3897,1421,1845,4524,721,996,3112,3137,4771,3123,1294,3462,3152,3940,404,3050,325,2668,3827,14,36
5/1/2024,3,2024,1E+11,684,45,2417,18,4,6,4103,3642,3920,4965,3261,3546,516,2028,1489,3284,233,1150,1021,1989,4803,1365,2164,3394,3478,419,1765,4294,205,737,3572,1238,4407,3949,3661,1208,1057,160,3747,4435,2340,1408,4087,1617,3221,206,3208,4445,2675,183,905,2993,2071,4210,4892,4113,1029,4339,3527,2491,3511,2922,142,9,184
3/8/2024,12,2024,1E+11,862,18,1000,15,1,13,1864,4418,196,3874,3257,1177,5,2560,3767,2832,1315,4287,4803,4390,4321,2230,2646,974,4272,703,4986,4845,4699,2737,1080,3527,970,1325,1645,3148,4302,4682,668,4011,1256,2214,766,3041,3780,4253,2129,342,2664,2946,4766,749,2550,2429,1422,909,2601,4568,4857,736,3867,4391,4503,12,156
7/16/2024,3,2024,1E+11,927,24,2060,3,1,9,1112,383,105,3249,3150,4409,344,3393,1359,2214,426,402,434,1403,739,4756,755,3676,1792,1665,2523,341,3686,2377,1995,999,4884,789,3255,3072,354,561,1398,1762,3682,4842,4164,2525,3787,4542,1016,346,3190,3678,3326,2158,1214,297,128,2312,1076,2244,1971,3916,4080,3108,2704,3,49
3/5/2024,4,2024,1E+11,417,41,1284,17,3,12,3676,4089,2831,1928,3827,989,3406,3017,1421,1177,1507,626,297,2875,815,1314,4001,3617,2807,2872,4909,1824,2974,76,4860,12,2286,2654,3696,1448,3308,3257,2264,3370,4229,1544,1503,1691,553,1597,3578,3369,2560,2964,1319,2555,1113,1604,2676,4632,3021,3386,2430,1865,3850,2763,1083,14,183
4/30/2024,8,2024,1E+11,924,24,2092,10,3,6,2346,3603,3196,4592,4663,1770,3389,4904,1638,2881,1229,3587,4602,4592,1579,3205,2630,2562,2036,1832,4514,4713,944,2981,1233,1206,2861,3792,3317,4969,3258,1138,4869,1308,3603,3966,3849,573,3410,3027,4828,1895,3096,3277,3326,798,1133,921,1587,568,2778,320,1257,213,3639,4763,4804,2,175
12/1/2024,1,2024,1E+11,325,45,3207,10,4,6,3493,4148,2515,886,2501,953,1024,2363,4695,1626,1048,1146,2819,1154,3858,4393,1073,290,828,2810,4236,125,1555,3854,2605,1892,3515,1249,589,3401,334,2936,4142,3463,1705,4875,2187,4110,1470,1446,2176,4676,4750,4883,256,1832,1129,4561,3340,557,1228,878,87,1724,1638,1886,2427,9,165
12/2/2024,7,2024,1E+11,279,13,1793,5,2,13,270,902,3110,3646,1990,1337,750,4747,1525,1426,1148,3018,1177,618,3417,2396,4814,1538,4287,4783,4454,3838,1182,2052,4630,2124,4390,2440,2205,564,816,2323,2995,2620,4311,2113,1968,650,3550,1892,4759,635,3993,322,4686,3303,806,880,356,4264,1093,2412,4997,2786,2670,2800,4426,19,88
7/2/2024,7,2024,1E+11,263,49,976,1,1,10,4750,325,1863,3827,3695,3062,4506,242,4330,3207,2208,2622,3087,419,4121,463,4918,243,2956,182,615,4384,1102,4722,2595,2814,1166,2695,4809,3364,2487,752,1895,3302,3430,2513,470,3000,3066,2,2979,3010,3139,1388,2103,2830,342,3929,654,528,4965,1354,1008,2042,1252,4235,2127,10,198
6/12/2024,5,2024,1E+11,837,28,1011,9,4,12,1599,3566,3606,3443,4613,4990,3783,2416,2636,3641,4676,1189,1352,2406,2351,3675,777,1702,2237,3022,1619,4405,319,479,4676,3885,1113,3558,3694,2800,3750,1671,3319,2519,3403,1537,2998,3418,4581,1995,2075,2461,4727,4002,4359,4856,2691,1642,3240,505,1749,1528,2665,2965,823,3790,10,2,40
1/29/2024,9,2024,1E+11,110,8,201,12,1,2,916,2366,3328,1068,2878,4625,1067,131,4332,3695,3276,379,694,4436,619,4466,349,948,2273,978,324,1908,2703,1422,1028,4801,4093,4329,1450,1835,1682,3175,199,1042,800,3031,3222,3419,388,2394,4718,4827,70,4339,472,4214,4507,3635,2419,280,4143,4507,1132,780,2569,1392,270,7,43
3/24/2024,4,2024,1E+11,753,8,2164,1,1,13,4072,2572,2713,2674,4507,864,964,1036,2358,4501,1535,2306,2742,712,4295,1735,191,3700,3791,1087,1616,2097,1021,3390,3890,2365,4771,274,4819,2443,830,4860,3415,3883,4750,1887,4797,4107,3264,1129,441,3005,287,4453,2533,4345,2847,2826,1625,4611,2481,1871,2317,3040,127,1801,2894,10,83
4/4/2024,9,2024,1E+11,145,14,2304,8,2,1,1244,1125,953,913,680,1617,4986,3405,124,573,3647,3455,1587,4698,1262,3073,847,4434,1974,1265,1336,371,4290,1343,3599,4746,3014,1897,1788,1337,605,2257,3917,1059,1754,3114,1295,2646,2458,4536,2122,3283,3247,1740,4253,3878,1258,738,2502,4243,82,3195,3453,4605,2350,2145,583,10,160
10/18/2024,5,2024,1E+11,342,17,4272,5,2,3,576,133,4226,4290,1453,154,378,3563,519,3810,2250,4445,1442,965,4916,4099,1862,4404,2008,1092,2283,1609,2179,3142,1212,907,4919,1628,979,3935,4564,1185,3911,3815,2623,1441,3107,1817,2453,188,4894,2142,380,2834,4199,3654,3215,228,3666,1813,1084,3331,3640,1436,823,2309,1822,16,109
12/11/2024,2,2024,1E+11,544,44,3200,12,1,9,48,2707,4007,1044,4898,2323,464,1643,2735,3211,915,4185,1701,2582,3213,4276,1425,407,1449,3779,584,4448,4502,2005,4529,2035,1647,333,67,2141,1028,2503,4777,2608,40,4467,121,4198,4399,3465,826,3005,3214,3905,3932,2399,186,3454,2352,2946,4303,471,3579,2652,1022,3984,2354,4,145
5/1/2024,4,2024,1E+11,350,13,925,9,4,6,4536,3891,4229,1633,4222,2463,1727,3453,568,1687,2843,379,3676,4956,1586,3948,1269,3159,2206,1025,1674,2797,3985,3463,3921,249,4446,959,737,4332,4524,690,4568,2206,3905,2051,4319,908,207,1667,1865,3450,3259,2375,4156,3689,4405,2516,1457,4273,2848,65,492,4692,208,3520,805,18,83
6/5/2024,4,2024,1E+11,994,22,790,4,2,5,212,4668,3741,2365,1109,4142,1692,3364,2954,1980,4248,4683,3871,1032,2125,3484,4565,1173,2009,4565,4934,2801,3074,2480,1741,4854,356,1860,3314,525,1138,1796,4274,4192,4063,623,4700,2862,370,4626,4248,4641,733,974,4181,1441,4478,2530,2244,1248,2888,2115,4956,2531,1087,4035,4102,17,32
12/11/2024,5,2024,1E+11,729,11,1878,12,3,10,2543,1167,2578,4922,3819,4154,2086,3549,2305,2951,3461,3161,2005,2503,572,1036,2403,1093,2632,2270,469,372,664,3231,1504,1222,764,3271,393,503,4106,2172,625,726,4862,3351,244,1070,1163,3424,1710,4538,2703,795,1169,3430,572,4128,3352,1616,160,2506,3119,3649,2132,4078,1927,19,18
2/16/2024,5,2024,1E+11,137,10,2496,5,2,13,2586,3259,3442,3508,1751,4377,3392,1034,1276,1696,4583,1106,257,978,915,2359,4972,3233,225,1676,3809,3336,1125,1254,955,1958,1090,2132,2272,2939,1856,2058,2209,4570,3640,2754,1466,1961,1241,2619,2038,2234,2840,4528,3163,4559,4440,310,2629,1351,4837,3217,983,2233,2265,4412,1374,18,105
10/2/2024,12,2024,1E+11,708,45,3375,10,2,6,1076,2474,4170,3983,4299,1160,2406,1685,4481,647,3202,4463,3833,4485,3194,2321,2418,17,4595,3346,4539,922,604,699,4488,1878,202,2350,49,2324,2687,2905,124,4845,1306,4024,2786,1886,3580,3922,3546,1482,1070,2394,2575,751,2834,2834,6,2770,4715,3089,2717,418,2118,3333,3062,3,22
11/16/2024,11,2024,1E+11,442,1,3904,5,3,1,459,2666,476,2833,2947,1186,1442,4804,750,3555,4253,1919,4810,424,2327,1943,4592,3621,4715,4870,878,2354,922,4327,2099,3899,209,364,1855,3917,1328,434,4584,4294,2001,68,1790,3908,2086,1392,2953,2157,2726,274,765,3205,467,1144,344,140,3224,3954,350,3106,3257,1231,4284,19,156
9/24/2024,1,2024,1E+11,505,12,435,11,1,1,4000,169,115,1188,2753,3244,4465,4489,3963,1790,1177,4091,394,4272,2853,1510,2905,4471,4723,4052,1082,20,1565,3190,2324,2933,964,1224,3252,4911,3699,351,3270,4709,7,336,4775,4447,3420,2715,1308,1835,2611,689,1284,1529,1962,834,1549,1866,3812,1095,4091,4711,494,1325,1465,17,19
10/6/2024,2,2024,1E+11,650,9,1555,18,2,10,1860,4732,769,443,3407,1791,434,106,3783,1964,15,2623,4120,400,1701,2469,4211,4373,4862,2033,1767,456,1935,4590,306,2200,4616,3066,3409,1642,3321,3441,3054,2993,2879,2069,3922,4492,3578,4694,4160,4101,1149,3597,4213,2821,4839,4772,1177,555,2944,1380,3310,4627,2888,2822,2582,4,121
6/16/2024,6,2024,1E+11,47,44,3367,3,1,7,2135,1872,3660,4261,1746,3975,517,4377,2542,3537,3691,3898,3337,3356,3702,451,2110,1293,1843,2632,4177,481,591,2493,4000,1922,3713,3260,4113,4169,46,4376,4901,615,1533,161,2071,2693,3192,469,3766,1115,3619,1476,2359,4848,3517,1988,1268,3829,2364,98,4013,1876,1091,2212,44,9,20
1/2/2024,1,2024,1E+11,256,17,467,9,4,7,2233,2681,835,2487,4574,2436,3946,739,139,3867,829,2641,2397,1889,1806,2012,3631,2924,3985,648,4810,4338,88,4489,2863,589,1813,2226,3510,3852,3653,2281,4099,4153,1029,3178,4395,137,2142,4659,2359,2825,658,2166,1206,4362,706,3452,2732,759,2678,3354,2344,3213,742,755,4093,4,181
8/5/2024,1,2024,1E+11,128,49,3123,15,4,3,4920,3039,2537,2278,3407,4058,842,4000,4178,11,2685,2079,1939,2188,555,2905,1366,111,4425,3164,3392,54,3367,2433,166,4377,4229,4135,1652,2951,1383,341,195,2196,2817,3443,885,2294,4553,2902,1275,2244,286,473,1199,2375,1771,2871,1658,2335,1823,2450,3580,25,2451,3195,3670,8,23
5/31/2024,1,2024,1E+11,729,7,2168,17,2,4,642,2444,2436,198,1172,2377,3793,4800,4527,187,4994,2898,843,1056,2578,1169,487,4596,3250,737,309,2965,4958,4650,541,1305,3366,2473,688,126,3107,4374,4144,4563,3765,68,3107,1261,1445,2242,4361,243,1965,1779,4302,3703,1951,995,3503,3876,71,951,254,2152,343,4603,2792,9,184
9/22/2024,8,2024,1E+11,807,38,4602,17,4,13,1031,2863,3685,2092,2606,1159,69,1477,3304,3365,164,1001,33,1178,1408,3012,1768,2989,2952,4348,3450,3259,1387,4050,2559,1009,2055,4336,21,3297,1984,1008,3588,1031,3045,3199,1899,3350,2085,2433,1180,4204,2936,2524,4574,1323,3323,58,4022,2733,276,396,1726,172,730,3218,4733,14,128
9/14/2024,4,2024,1E+11,408,37,3287,0,1,7,1764,4935,982,4554,1802,2844,4146,1468,2644,437,4752,232,2877,1840,494,1465,4985,4103,4358,1768,1704,1037,3655,517,1426,2235,3575,2832,1743,3137,2003,3440,4463,376,326,2097,1041,3308,1091,2571,2088,3233,4527,1359,3163,1315,2309,678,4351,1877,4033,4904,107,3600,4011,340,3349,16,62
4/1/2024,5,2024,1E+11,903,19,2451,3,2,8,2396,2131,2601,2007,1964,2481,4339,2079,2122,1501,1943,2734,2339,3895,1973,2857,2608,2679,4468,652,2302,2096,1475,680,3511,3647,2628,3707,3525,4486,2095,2057,1656,1546,1050,2736,3340,1952,4072,1669,4342,2968,3764,421,2208,374,2513,3935,1582,1362,4963,1493,3253,928,4372,2159,2870,6,134
4/21/2024,1,2024,1E+11,561,16,4273,18,3,12,4201,2538,886,4218,4636,1324,3866,4644,3432,956,1219,378,4066,4159,62,2850,4161,3816,4446,1475,4594,3007,3782,2625,1426,3870,2054,1645,1833,63,3688,615,831,4794,4796,1874,293,2242,3309,3787,604,1450,2751,4674,2405,504,3663,2412,119,575,5,1003,4636,1607,4002,2973,3822,19,105
11/28/2024,3,2024,1E+11,603,33,3277,15,2,5,3273,4750,4457,2961,4161,412,4670,3787,3315,4639,1019,264,1974,1351,4725,4505,3640,4220,1112,2288,85,222,3419,3575,2689,3553,3954,1572,4259,615,2856,4847,1842,3034,1642,419,1630,1328,1888,264,555,3906,3025,1920,666,2010,2702,2970,2730,446,3920,4572,4277,3009,3554,3945,324,12,39
7/8/2024,4,2024,1E+11,784,16,580,13,1,4,639,758,1487,3792,3997,728,4244,1105,893,4225,1965,656,2878,2534,157,2112,3187,2853,1927,3360,882,4477,472,4424,2675,2679,3262,2370,1562,2413,806,4591,2247,1687,3802,502,1977,420,1237,4699,1226,2301,3643,1093,1724,3473,2710,722,2181,3368,1805,4217,112,2555,3964,4079,849,2,144
1/5/2024,7,2024,1E+11,667,3,4841,0,3,11,1178,4393,3704,3119,858,2500,3916,976,937,3048,3622,2610,4706,3726,3978,3379,2740,3591,878,4929,300,3340,2878,3364,990,4950,3941,2263,4112,1177,692,1371,54,2115,1296,1127,851,473,412,801,2967,3359,1759,3892,4077,1500,388,4871,864,2242,4660,2015,1918,2610,3293,2730,4352,5,49
12/12/2024,7,2024,1E+11,528,31,612,11,3,11,4529,783,1088,2616,4978,2677,1169,3808,3631,1804,1870,2603,3865,318,331,4041,4234,1092,2947,4344,2838,123,842,4832,4667,4035,3015,256,4073,2508,655,268,108,4899,4669,3698,2985,2083,2966,4782,1502,448,1494,3791,1217,3416,2728,4444,2896,4223,845,1669,1957,1995,3625,3067,1386,18,167
2/17/2024,1,2024,1E+11,653,44,310,12,1,12,4178,1440,183,3283,2515,1147,4297,2504,3541,850,3518,1566,4021,2188,4689,3001,458,833,1176,3121,3488,3720,598,4934,1972,2735,780,2014,1865,2334,939,2196,317,1244,235,3238,115,1122,4261,2064,2106,217,3714,2921,3435,4230,3461,1037,4044,2112,1627,3731,2791,2007,1042,1284,907,17,94
5/14/2024,3,2024,1E+11,31,12,1873,6,1,14,3182,4988,4202,1767,4328,540,3624,548,443,4626,4801,4192,1114,3028,3198,2337,1075,2343,2938,3261,1339,598,2111,644,3691,1763,40,4894,3661,839,2259,3109,4993,1028,1284,2244,1194,2934,3135,2537,4918,1838,1680,4026,3307,2895,2435,3742,848,3384,1313,4370,1720,1712,4535,4809,2350,2,185
5/2/2024,12,2024,1E+11,9,10,295,7,4,14,369,937,4631,2734,2162,3070,3631,3745,2286,2844,1024,188,4545,1386,608,1135,126,2573,1668,2069,4807,1149,1817,1509,4669,4557,466,3694,1049,4167,2396,4293,29,4079,4079,1671,2569,90,4213,1021,3039,2366,367,4571,2695,4791,2749,71,190,4320,3479,381,4907,2650,148,3727,1700,16,92
11/29/2024,9,2024,1E+11,780,43,4866,17,2,6,4383,2915,4187,572,368,4336,284,616,2261,3054,2905,231,2373,2803,588,13,1074,1431,3937,803,385,2204,2980,1579,2217,898,196,398,3748,2452,4945,1052,4347,416,567,1947,1057,416,2481,2911,1370,3787,1179,3755,3917,296,1126,4730,3921,3071,3277,590,4799,4410,4036,4853,1872,4,15
6/28/2024,11,2024,1E+11,935,46,2052,17,1,12,1236,1347,4494,3043,1884,2496,3334,1086,1959,1842,1121,1620,1226,338,4287,1751,1306,816,838,4397,1146,1145,4982,832,2811,3583,3114,899,1406,1076,1765,1124,2666,4321,2677,3280,947,2928,3137,2189,1879,344,4220,2862,2890,583,569,1526,1503,2119,3280,34,1379,2950,1211,1958,2983,18,176
5/15/2024,8,2024,1E+11,212,15,4790,4,2,13,3082,261,2677,3620,4814,500,834,3974,554,3818,1603,4951,3504,1247,4352,2553,2123,522,1334,3141,414,2944,1183,28,3262,3042,2879,4922,4738,2251,3513,261,2416,4774,2885,2350,2116,2506,697,2232,1918,4387,1389,3417,1925,4628,4108,3018,1599,529,4827,4195,1138,3434,824,2620,1878,15,20
1/20/2024,1,2024,1E+11,506,42,2825,4,4,4,2568,3345,3540,4448,3706,4358,494,4457,2222,4408,4551,3596,1088,2703,2159,4364,4618,2388,730,1100,3852,1490,4925,2306,2756,3745,144,4323,4206,2094,864,4850,2964,267,1801,1335,4438,3102,490,2194,140,4323,4572,4304,275,4153,4173,6,1013,587,3144,1882,4986,1452,4086,2021,4458,19,185
4/24/2024,3,2024,1E+11,33,5,3498,12,2,13,4819,2310,4527,1886,4888,1786,2542,2997,2948,4888,4218,28,332,3396,1657,2868,2390,4598,1482,1263,1331,2438,3018,217,1435,312,3565,778,888,241,4118,1443,1933,3,3700,1089,2512,2806,4128,1698,689,482,4641,288,1048,4982,881,1137,730,1942,4809,820,2006,1210,4309,4126,2061,9,148
12/15/2024,9,2024,1E+11,826,37,656,12,1,1,328,2961,4622,1778,2763,4746,4627,4950,4426,3515,1248,2082,3849,2626,2725,4854,2261,1891,2678,1662,3911,4002,514,2168,1991,4141,23,3720,1554,2049,2604,1532,4899,3725,94,565,3851,4024,1897,3883,1649,3406,739,4674,4612,2838,692,2435,2182,1949,4041,1720,1928,923,964,1376,3542,8,71
1/25/2024,4,2024,1E+11,47,45,4172,16,2,11,3561,2358,332,1107,3093,416,1041,2015,3092,1420,666,4472,4241,452,4578,273,4528,2831,2834,4714,4993,1408,52,152,1971,4032,3066,4135,1626,1653,4815,1072,3916,1151,3894,2795,747,3410,2681,2844,3345,768,2675,797,2126,3418,2799,1629,132,4465,3119,3246,2270,3561,2742,976,1441,11,159
11/13/2024,1,2024,1E+11,489,49,2398,17,4,9,464,2306,3460,1425,18,2463,3810,3911,2224,261,2026,471,4128,3836,4510,2308,1073,1335,3935,4383,4860,2163,4113,4503,195,3624,985,3801,1544,2002,4202,2582,2438,1838,1913,3833,2828,2849,4129,405,4268,1047,382,3310,1396,1057,4765,2747,3092,3202,2527,2302,607,4564,388,892,1058,3,148
2/4/2024,11,2024,1E+11,244,33,4891,9,3,10,2132,21,3804,4256,1427,1826,4366,646,3694,4301,3778,3556,2885,442,3469,1823,3584,2306,1368,3911,2329,3287,547,1129,2200,828,2556,3838,2963,4504,1209,288,464,2553,719,3430,380,4479,4720,659,3000,4392,332,1912,2552,3123,1252,333,3570,1619,987,4471,2136,442,1780,4909,3512,18,193
1/15/2024,3,2024,1E+11,363,16,3053,18,2,14,2263,3838,3555,4113,1209,1692,1109,209,2494,416,3281,4971,3470,4466,3,3055,3159,2471,2824,4344,4047,523,3675,3036,97,5,3178,1170,1832,438,4960,323,269,3089,363,3107,4370,3239,2254,4229,2490,12,4079,3712,1377,3631,2342,624,4269,3081,3450,4979,3623,1480,4949,297,3059,3,186
7/17/2024,9,2024,1E+11,790,6,3511,0,3,3,3621,3220,4885,2678,1031,4471,4752,4039,1097,2429,2391,4167,2149,2675,3256,1636,4112,2752,3089,447,3187,2852,4794,1445,1391,4598,3142,4585,483,2521,4989,1489,3913,3776,810,2013,3735,4377,1224,3339,4975,2689,4193,15,311,4797,1912,54,1562,4289,2429,584,2338,190,2555,888,2639,18,135
6/9/2024,4,2024,1E+11,488,0,1163,13,1,2,3640,4611,3752,847,2715,150,4029,2595,1705,261,4856,4355,1033,2510,4773,4474,2467,867,3853,2619,3037,38,2943,4348,4801,3399,1607,359,964,2373,2298,294,1638,3198,1623,4420,442,3737,788,4280,2378,4874,304,825,3687,635,4388,627,3671,3655,4438,4214,3065,1598,1080,1505,1423,12,51
12/9/2024,8,2024,1E+11,943,39,4188,12,4,2,1696,1890,247,2380,4035,2321,2204,2290,512,4456,1410,3909,270,4605,3425,897,4952,273,4440,1871,4260,2260,530,765,3864,479,767,4423,354,638,2153,1432,1215,739,1410,3994,2084,2041,108,918,2848,1001,2381,2275,218,2197,3246,619,1058,3240,3840,2941,471,4024,3819,3916,4252,18,45
8/16/2024,5,2024,1E+11,429,27,303,12,3,4,1729,1507,1226,4407,900,3196,2721,960,3858,4027,2248,662,387,539,4351,4952,1182,573,3214,4984,55,3194,2732,1877,3359,2689,3847,1954,293,209,477,3824,1688,2047,3432,2255,3965,2461,2828,1883,3654,690,2204,2697,2269,1299,635,860,2372,2283,4639,4688,3460,215,4485,2131,1831,9,73
7/7/2024,5,2024,1E+11,502,8,4115,1,2,13,4623,1912,174,17,3029,2943,4439,4846,1921,3822,537,109,4448,3304,3111,1870,4866,2672,3460,2964,4132,4327,1179,1103,4018,3166,2561,3060,3838,854,1551,2883,2832,292,2923,4966,4278,616,1273,4486,2486,4446,3447,3271,684,283,3280,2511,1538,820,4348,578,30,2552,4282,1162,1080,13,91
3/9/2024,4,2024,1E+11,36,26,158,8,2,11,3020,2794,2036,2252,488,3169,2309,1819,90,949,2281,1215,898,1356,2400,4972,4554,1348,2539,1048,2507,1298,928,1771,404,3557,4053,2126,1434,2710,2390,1806,3956,2585,3903,78,2923,3251,2915,4619,741,1598,4487,4723,224,924,3017,1174,2730,1802,3557,4201,1005,2103,3980,3799,2779,3,72
2/24/2024,3,2024,1E+11,301,19,1129,10,3,2,1517,4023,3973,4831,379,1081,3000,367,4780,3569,4600,1001,3640,4030,2516,971,823,3076,3370,4712,2401,2127,1522,138,176,149,2357,1733,4885,971,4337,1083,1588,2187,2041,1197,1541,1519,3921,4644,39,2748,400,3807,809,2948,1339,894,3570,4325,300,3351,1840,3002,4348,2531,1691,18,166
8/19/2024,12,2024,1E+11,725,20,4086,17,3,14,2597,2832,1518,4570,2954,2092,4307,498,4481,1087,1349,2809,1104,4304,2379,975,1727,2275,1789,183,3576,4434,1491,1286,3489,175,308,290,3877,2706,1203,1230,2699,1722,3261,307,2599,3531,942,4399,3559,713,1185,4345,514,3079,3824,3793,2007,2676,4042,3147,1381,4898,4515,4707,1859,17,51
